"","germplasmName","DON","Heading","Height","Lodging","Maturity","TestWeight","Yield","Weight..lb.","notes.x","notes.y"
"485","IL2022-22508",2.18,131.92,37.5,1.35,167.86,59.23,92.99,7.5,"obs:Normal",""
"486","IL2022-22525",2.52,134.74,35.26,1.47,169.32,58.94,87.75,7.73,"hd:L, obs:Normal",NA
"487","IL2022-22527",2.07,133.03,37.17,1.87,168.39,56.97,89.76,8.25,"obs:Good",""
"488","IL2022-2254",1.64,130.99,38.55,2.19,167.29,57.78,93.92,7.17,"hd:N, obs:Fair",NA
"489","IL2022-22541",2.83,135.23,35.45,1.14,170.99,55.29,92.88,9.18,"hd:L, obs:Good",""
"490","IL2022-22556",2.68,135.67,35.86,1.77,170.27,59.42,89.54,7.55,"hd:L, late, obs:Good",NA
"491","IL2022-22603",2.18,131.63,36,2.35,167.97,58.62,86.6,6.18,"hd:E, obs:Good",""
"492","IL2022-22609",1.72,131.41,38.13,2.48,166.29,58.76,80.44,7.39,"hd:E, obs:Normal",""
"493","IL2022-22629",2.63,130.99,36.89,2.62,167.69,57.83,87.74,7.91,"obs:Fair","mixed"
"494","IL2022-22637",1.97,134.2,37.89,2.21,167.43,58.06,83.28,6.83,"obs:Fair",NA
"495","IL2022-22651",1.9,135.17,37.93,2.11,169.34,58,84.83,6.35,"big flag, erect, obs:Normal",""
"496","IL2022-22670",1.9,134.75,38.84,2.44,167.86,59.05,88.38,6.29,"obs:Normal",NA
"497","IL2022-2270",2.02,132.34,35.86,2.7,167.26,57.93,84.93,7.33,"hd:N, obs:Fair",NA
"498","IL2022-22770",2,130.96,40.23,3.05,165.84,58.07,86.32,6.37,"hd:E, obs:Fair",""
"499","IL2022-22771",2.2,131.81,36.73,1.98,168.58,57.38,83.4,5.47,"obs:Normal",""
"500","IL2022-22774",1.26,129.43,36.49,3.64,163.48,58.89,81.31,5.64,"hd:E, obs:Good",""
"501","IL2022-22812",1.15,131.02,37.38,5.27,164.74,58.05,83.72,6.37,"hd:E, obs:Poor","bearded, wow factor, sprawling"
"502","IL2022-22816",1.66,131.52,36.95,2.44,165.33,59.89,83.84,7.62,"hd:N, obs:Fair","bronze"
"503","IL2022-22870",1.92,131.19,39.87,2.44,165.37,60.13,83.98,5.92,"hd:N, obs:Fair",""
"504","IL2022-22930",1.54,131.98,39.68,1.89,167.9,58.2,93.48,7.17,"hd:N, obs:Good",NA
"505","IL2022-23037",1.87,130.82,38.63,2.05,167.36,60,89.98,8.2,"hd:E, obs:Fair",NA
"506","IL2022-23101",2.03,131.21,39.23,1.85,166.78,60.46,82.28,6.53,"hd:E, obs:Good",""
"507","IL2022-23178",1.61,131.12,37.08,2.54,166.86,58.76,88.77,6.24,"hd:E, obs:Normal",""
"508","IL2022-2320",1.02,132.26,37.52,2.12,169.67,59.7,79.55,7.31,"obs:Fair",""
"509","IL2022-23204",1.7,129.47,34.96,3.63,168.3,58.23,81.83,5.29,"seg height , obs:Excellent ",NA
"510","IL2022-23207",1.39,132.09,37.49,2.77,168.03,58.48,80.95,6.23,"obs:Normal",""
"511","IL2022-23210",1.7,133.21,36.46,3.12,169.32,59,84.83,7.13,"obs:Fair",""
"512","IL2022-23224",1.95,133.38,35.74,2.69,167.51,59.92,85.25,7.71,"hd:L, obs:Fair",""
"513","IL2022-2324",1.11,132.78,37.61,1.53,168.92,59.87,88.37,8.12,"obs:Normal",""
"514","IL2022-23246",1.51,133.96,36.59,1.72,170.8,58.67,89.65,7.33,"hd:L, obs:Normal",""
"515","IL2022-23259",1.64,132.04,34.68,2.1,170.17,61.75,86.25,8.17,"hd:L, late, obs:Normal","late"
"516","IL2022-23305",2.01,133.32,38.06,2.74,167.2,56.27,85.18,7.45,"hd:L, obs:Fair",NA
"517","IL2022-23316",1.71,132.38,37.08,2.21,170.14,58.37,86.75,8.25,"hd:N, obs:Normal",NA
"518","IL2022-23344",1.75,128.7,37.22,1.99,167.14,57.73,79.34,7.78,"hd:E, obs:Normal","viral symptoms "
"519","IL2022-23362",1.34,130.29,37.36,1.66,165.37,58.08,82.92,7.86,"hd:E, obs:Fair",""
"520","IL2022-2339",0.84,131.4,37.3,1.53,167.14,58.09,85.76,7.52,"obs:Normal",""
"521","IL2022-23406",1.01,131.85,38.2,3.8,167.06,58.26,78.73,7.36,"hd:N, obs:Poor",""
"522","IL2022-23424",1.52,128.74,34.37,1.37,165.86,57.72,81.61,6.69,"hd:E, obs:Good",""
"523","IL2022-23425",1.35,131.99,35.97,1.91,166.89,58.64,84.61,6.44,"hd:N, obs:Fair",NA
"524","IL2022-23473",2.3,129.04,37.79,3,167.43,57.52,73.52,6.87,"hd:E, obs:Poor",""
"525","IL2022-23516",1.61,132.01,37.58,2.06,166.83,56.78,80.43,6.97,"hd:N, obs:Normal",""
"526","IL2022-23524",1.05,130.5,35.92,3.1,165.43,58.72,87.77,7.21,"hd:E, obs:Poor",""
"527","IL2022-23531",2.05,131.11,37.56,2.04,166.19,60.46,88.87,7.58,"hd:N, obs:Normal",""
"528","IL2022-23625",1.5,131.57,38.02,2.55,167.52,57.87,94.08,7.37,"hd:N, obs:Fair",""
"529","IL2022-23677",2.45,134.23,38.57,2.47,167.74,58.33,87.39,7.88,"hd:N, obs:Fair",NA
"530","IL2022-23808",2.21,129.87,34.94,2.03,165.79,60.66,82.03,7.31,"hd:E, npt, obs:Normal",NA
"531","IL2022-23823",1.54,132.4,39.36,3.02,163.94,58.78,73.42,6.15,"hd:N, obs:Fair",NA
"532","IL2022-23979",1.98,133.81,37,2.34,170.22,58.67,84.2,7.65,"hd:N, obs:Normal",NA
"533","IL2022-24032",2.11,132.94,36.64,2.04,170.32,59.1,85.47,6.06,"obs:Normal",""
"534","IL2022-24039",1.9,132.27,38.25,2.66,166.49,59.33,83.16,6.78,"obs:Normal",NA
"535","IL2022-24058",1.92,132.03,36.02,1.83,169.37,59.55,78.25,6.86,"hd:N, obs:Normal",""
"536","IL2022-24061",1.96,132.62,36.92,2.4,166.99,59.44,79.38,6.22,"hd:N, obs:Good",NA
"537","IL2022-24102",1.65,128.64,37.04,1.56,165.86,58.15,85.29,6.25,"hd:E, obs:Normal",""
"538","IL2022-24110",1.71,131.27,38.11,2.08,167.26,57.35,84.99,7.94,"hd:E, obs:Fair",""
"539","IL2022-2412",1.72,132.84,40.14,3.73,167.23,58.56,84.94,5.88,"obs:Poor",NA
"540","IL2022-24144",2.52,131.18,36.08,2.42,166.8,58.38,79.82,5.53,"obs:Fair",""
"541","IL2022-24151",1.1,131.28,38.82,2.14,166.79,59.31,82.34,6.67,"hd:E, obs:Fair",""
"542","IL2022-24171",1.91,132.25,37.49,2.48,167.6,58.83,83.44,7.14,"obs:Fair",NA
"543","IL2022-24204",1.21,132.46,39.16,1.87,166.15,58.24,83.37,6.87,"obs:Fair",""
"544","IL2022-2503",1.32,131.3,38.83,2.93,166.24,59.6,81.9,7.08,"obs:Good",""
"545","IL2022-2511",1.24,132.96,37.7,2.63,167.31,57.29,82.76,8.4,"hd:N, obs:Normal",""
"546","IL2022-2514",1.09,129.72,38.07,2.11,167.4,58.86,86.21,7.13,"hd:E, obs:Fair",NA
"547","IL2022-2535",1.45,131.95,37.23,4.65,166.24,57.58,85.71,7.35,"hd:N, obs:Poor",""
"548","IL2022-2544",1.12,131.47,34.63,3.25,165.33,59.59,80,7.08,"obs:Fair",NA
"549","IL2022-2604",1.98,131.05,34.31,0.85,166.54,59.43,91.63,8.08,"uniform, obs:Good",NA
"550","IL2022-2616",1.47,132.43,37.39,2.95,167.18,57.88,85.23,7.36,"hd:N, obs:Normal",NA
"551","IL2022-2654",2.13,133.53,35.97,1.5,169.04,59.96,89.25,7.14,"obs:Good","late"
"552","IL2022-2704",1.85,131.88,36.07,1.51,168.81,59.57,85.92,8.15,"obs:Normal",""
"553","IL2022-2749",1.64,132.59,37.32,1.22,168.22,58.34,92.87,8.23,"hd:N, obs:Normal",""
"554","IL2022-2920",2.38,133.94,35.83,1.81,167.53,58.66,88.05,7.45,"hd:L, obs:Fair",""
"555","IL2022-2922",0.89,131.78,40.66,3.39,165.21,59.49,84.15,7.85,"hd:N, obs:Poor",""
"556","IL2022-2933",0.21,133.33,39.97,2.45,167.83,57.26,85.21,7.45,"obs:Fair",""
"557","IL2022-2937",1.66,133,36.63,2.62,167.04,57.91,89.74,6.72,"hd:N, obs:Fair",NA
"558","IL2022-3013",1.43,130.41,36.52,2.25,165.8,58.18,83.4,7.51,"hd:N, obs:Normal",""
"559","IL2022-3033",1.31,132.77,36.17,2.95,165.9,56.91,89.06,8.59,"hd:N, obs:Fair",NA
"560","IL2022-3075",0.85,130.84,38.82,2.49,166.81,56.13,82.56,8.15,"hd:E, obs:Normal",NA
"561","IL2022-310",1.76,130.57,37.4,1.4,165.78,57.64,87.32,7.07,"obs:Fair",""
"562","IL2022-3110",1.51,132.77,36.48,2.77,166.67,58.13,85.79,6.28,"obs:Normal",""
"563","IL2022-3117",1.91,131.57,40.74,2.59,167.5,58.42,87.33,6.87,"hd:N, obs:Fair",""
"564","IL2022-3153",1.43,132.47,36.77,2.05,168.67,59.4,78.15,7.21,"hd:N, obs:Fair",""
"565","IL2022-3164",1.3,131.64,39,2.54,167.31,59.41,84.69,7.39,"hd:N, obs:Normal","mixed"
"566","IL2022-3177",1.58,131.17,36.32,2.05,166.32,58.34,88.78,6.82,"hd:N, obs:Normal",NA
"567","IL2022-3228",1.51,133.63,37.03,2.75,164.49,59.63,87.03,7.83,"hd:L, obs:Normal",NA
"568","IL2022-3242",1.74,133.02,37.92,2.08,167.8,60.37,81.33,8.05,"obs:Normal",""
"569","IL2022-3262",1.75,131.44,36.99,1.57,167.42,58.72,94.22,7.44,"obs:Good",""
"570","IL2022-3265",1.65,131.3,39.79,3.28,167.28,58.57,83.25,7.11,"hd:N, obs:Fair",""
"571","IL2022-3277",2.21,134.12,36.46,2.87,168.71,57.83,101.51,3.64,"hd:L, obs:Poor",NA
"572","IL2022-3306",1.77,132.65,34.71,1.89,166.16,57.16,92.44,9.15,"hd:N, obs:Normal",NA
"573","IL2022-3320",2.21,131.96,37.45,2.17,168.68,56.46,91.59,7.07,"obs:Fair",""
"574","IL2022-3321",1.95,131.75,37.34,1.94,166.48,58.47,85.05,7.8,"obs:Fair",NA
"575","IL2022-3324",1.86,132.37,36.96,3.06,166.13,60.41,96.49,4.92,"obs:Poor",""
"576","IL2022-3329",1.14,131.79,36.66,2.23,167.37,57.19,87.06,6.19,"hd:E, obs:Good",NA
"577","IL2022-3333",1.17,130.13,36.96,2.16,166.41,57.13,84.9,8.1,"hd:E, obs:Normal",""
"578","IL2022-3345",0.64,131.48,39.4,2.12,167.42,57.12,81.13,7.34,"obs:Fair",""
"579","IL2022-3418",1.99,132.05,38.17,2.64,168.15,58.34,90.02,7.75,"obs:Poor",""
"580","IL2022-3421",1.87,134.17,38.05,1.77,168.7,59.53,83.96,7.58,"hd:L, obs:Normal","late"
"581","IL2022-3429",2.01,135.63,39.55,1.49,169.03,59.06,94.44,6.46,"obs:Normal",NA
"582","IL2022-3439",2.13,135.16,36.38,2.21,170.37,59.77,92.32,6.81,"hd:L, obs:Normal",NA
"583","IL2022-345",2.33,131.21,38.98,1.63,165.22,59.32,90.08,7.02,"hd:E, obs:Normal",""
"584","IL2022-3450",2.26,133.57,35.58,1.81,169.02,60.15,88.36,7.36,"hd:N, obs:Normal",""
"585","IL2022-3463",2.09,134.79,38.69,2.7,169.41,58.08,90.66,7.26,"hd:N, obs:Poor",""
"586","IL2022-3465",2.4,135.64,38.81,2.24,168.78,59.53,92.36,7.47,"obs:Normal",NA
"587","IL2022-3476",1.67,134.66,38.93,1.82,166.17,58.33,83.53,8.18,"hd:N, obs:Normal",NA
"588","IL2022-3513",2.37,134.66,38.11,2.35,169.26,58.86,87.33,7.64,"hd:L, obs:Normal",NA
"589","IL2022-3523",1.72,133.76,38.49,2.11,168.22,59.08,96.03,7.95,"obs:Fair",""
"590","IL2022-3544",2.12,134.79,38.06,2.46,168.89,60.24,82.53,6.77,"obs:Fair",NA
"591","IL2022-3611",1.95,133.11,37.09,1.73,169.51,60.02,88.39,7.95,"obs:Excellent ",""
"592","IL2022-3705",1.81,130.65,38.01,2.43,166.71,58.56,82.09,7.52,"hd:E, obs:Normal","segregating"
"593","IL2022-3708",1.58,130.12,37.91,3.12,164.09,58,82.57,6.65,"hd:E, obs:Good",""
"594","IL2022-3720",1.27,130.49,37.86,2.27,164.57,57.72,86.93,6.5,"hd:E, obs:Normal",NA
"595","IL2022-3724",1.15,129.85,35.09,2.46,164.59,59.51,85.97,7.13,"hd:N, obs:Fair",NA
"596","IL2022-3736",1.95,129.16,39.62,2.83,164.81,57.05,87.28,6.8,"hd:E, obs:Fair",""
"597","IL2022-3746",1.75,129.12,37.43,2.81,165.76,60.75,83.15,6.57,"hd:E, obs:Fair",NA
"598","IL2022-3818",1.65,130.06,38.89,3.07,165.42,57.01,86.13,7.01,"obs:Fair",""
"599","IL2022-3822",1.86,130.05,36.52,2.6,166.31,57.91,86.1,6.86,"hd:E, obs:Normal",NA
"600","IL2022-3837",1.54,131.33,40.75,2.79,165.19,59.81,76.6,7.09,"hd:N, obs:Fair",NA
"601","IL2022-3862",1.26,132.16,38.63,2.18,168.61,58.26,85.31,7.14,"hd:E, obs:Fair",""
"602","IL2022-3866",2.27,131.09,39.4,2.88,166.16,59.29,83.68,6.08,"hd:E, obs:Fair","tall, mixed"
"603","IL2022-3936",1.83,131.35,38.19,2.67,165.79,60.37,80.35,7.22,"hd:E, obs:Fair",""
"604","IL2022-3948",1.48,135.62,36.79,3.52,168.48,60.01,75.63,5.77,"obs:Fair",NA
"605","IL2022-3950",1.36,132.05,37.89,2.68,167.04,58.29,77.6,7.67,"hd:E, obs:Fair",""
"606","IL2022-3976",2.26,132.38,37.86,1.07,169.97,59.69,84.26,6.57,"hd:N, obs:Good",""
"607","IL2022-4032",1.26,130.66,39.27,2.49,167.68,58.87,83.2,7.31,"hd:E, obs:Fair",NA
"608","IL2022-4044",1.65,134.17,37.66,2,170.25,59.45,81.84,6.9,"obs:Good",""
"609","IL2022-4054",1.67,132.33,38.23,1.98,168.58,59.36,82.73,7.96,"hd:N, obs:Normal",""
"610","IL2022-4061",1.33,134.49,38.39,1.62,169.21,59.84,90.16,8.23,"obs:Poor",""
"611","IL2022-4078",1.01,133.61,37.25,1.79,168.33,59.31,86.32,8.28,"hd:N, obs:Good",""
"612","IL2022-4127",1.6,131.44,37.46,2.63,168.39,57.16,81.38,6.82,"hd:N, obs:Fair",""
"613","IL2022-4133",1.05,133.63,37.3,2.89,167.75,61.06,89.04,7.42,"hd:N, obs:Poor",NA
"614","IL2022-414",1.77,132.43,35.65,2.32,168,58.65,94.97,7.51,"hd:N, obs:Normal",NA
"615","IL2022-4145",1.32,131.84,38.86,2.33,168.16,57.98,79.51,7.88,"hd:N, obs:Fair",""
"616","IL2022-4148",1.31,131.91,37.34,2.68,168.38,60.41,86.95,7.41,"hd:N, obs:Normal",""
"617","IL2022-4154",1.53,133.25,35.27,1.62,170.36,59.2,82.66,6.42,"hd:N, obs:Good",NA
"618","IL2022-4220",1.02,131.99,37.17,2.84,166.98,57.61,79.77,6.56,"hd:E, obs:Normal",""
"619","IL2022-4224",1.29,132.77,38.71,2.62,168.5,56.79,77.66,7.05,"hd:N, obs:Fair",NA
"620","IL2022-4228",1.48,132.75,38.08,3.91,166.28,58.11,78.11,6.76,"obs:Poor",""
"621","IL2022-4232",1.44,131.59,36.68,2.68,168.16,57.24,81.56,6.78,"obs:Fair",""
"622","IL2022-4237",1.74,129.69,36.7,2.86,166.05,58.52,76,6.91,"obs:Poor",""
"623","IL2022-4260",1.26,131.56,37.9,3.07,166.63,56.82,81.57,7.07,"hd:N, obs:Poor",NA
"624","IL2022-4424",1.12,132.43,37.56,1.6,166.5,60.22,85.48,6.96,"hd:E, obs:Good",""
"625","IL2022-4441",1.1,131.31,34.82,1.87,167.48,60.99,88.3,7.48,"obs:Good",NA
"626","IL2022-4524",0.99,133.8,37.19,2.89,166.76,60.39,88.22,7.86,"",NA
"627","IL2022-4532",2.03,130.16,39.05,3.18,167.7,58.34,78.87,7.56,"hd:E, obs:Poor",NA
"628","IL2022-4560",1.53,133.28,38.15,3.07,170.78,59.55,89.28,7.55,"obs:Fair",""
"629","IL2022-457",1.99,131.81,34.41,2.87,166.27,59.61,92.31,7.91,"hd:N, obs:Good",""
"630","IL2022-460",2.28,131.59,36.43,3.11,166.14,57.84,91.31,7.73,"obs:Fair",NA
"631","IL2022-4643",1.89,132.08,38.82,2.73,168.3,56.75,86.59,7.41,"obs:Fair",""
"632","IL2022-465",1.68,129.84,34.68,1.07,165.16,58.85,81.5,7.41,"obs:Good","npt"
"633","IL2022-4660",1.38,130.62,37.21,3.12,165.74,58.22,83.26,6.5,"hd:E, obs:Fair",NA
"634","IL2022-469",1.77,132.76,36.44,2.29,169.34,58.39,84.42,6.8,"obs:Normal",NA
"635","IL2022-473",1.68,133.06,34.35,2.81,168.11,59.11,87.88,8.01,"hd:N, obs:Poor",NA
"636","IL2022-4730",1.67,130.09,35.96,2.74,166.07,58.05,90.22,7.89,"obs:Normal",""
"637","IL2022-4739",1.57,130.67,36.44,2.57,165.89,58.86,82.1,8.9,"hd:E, obs:Normal",""
"638","IL2022-4774",1.5,131.14,37.83,3.33,167.08,59.22,92.5,8.93,"hd:E, obs:Fair",""
"639","IL2022-4778",1.38,132.05,37.45,2.77,166.61,59.08,90.23,7.75,"hd:N, very mixed , obs:Fair",NA
"640","IL2022-4779",1.45,132.03,37.06,2.71,165.82,57.51,80.88,7.02,"hd:E, obs:Fair",""
"641","IL2022-479",1.61,129.73,36.94,2.71,165.14,58.1,86.41,7.2,"hd:E, obs:Fair",""
"642","IL2022-4807",1.54,131.42,36.35,3.48,166.42,57.23,90.17,6.9,"obs:Fair",NA
"643","IL2022-4839",1.98,129.81,37.47,2.48,164.82,58.38,80.24,6.82,"hd:E, obs:Normal",""
"644","IL2022-4969",2.11,135.08,34.98,1.47,172.23,58.75,92.09,8.09,"hd:L, late, obs:Good","late"
"645","IL2022-5035",1.45,131.08,36.65,2.62,165.17,57.89,75.15,6.37,"hd:E, segregating, obs:Fair",NA
"646","IL2022-5041",1.12,131.34,37.49,2.99,166.43,56.61,84.9,6.89,"hd:E, obs:Normal",NA
"647","IL2022-505",2.07,131.23,35.57,2.21,164.21,58.2,86.73,7.15,"obs:Fair",NA
"648","IL2022-5060",1.62,132.51,37.09,1.62,168.17,57.98,97.45,7.91,"hd:L, obs:Normal",""
"649","IL2022-5075",1.58,133.81,35.18,2.53,168.12,55.66,73.42,7.45,"hd:L, obs:Normal",""
"650","IL2022-509",1.89,129.34,33.76,1.57,165.62,60.4,87.01,7.66,"hd:E, mixed, obs:Normal","mixed"
"651","IL2022-5101",2.37,134.27,42.38,2.61,165.75,58.89,83.83,6.15,"hd:L, obs:Fair","tall, bearded"
"652","IL2022-5104",1.92,134.26,38.73,3.04,168.76,58.73,91.52,8.42,"hd:L, obs:Poor",""
"653","IL2022-516",2.07,131.31,34.92,2.59,167.66,58.27,94.8,8.15,"hd:N, obs:Excellent ","thick, npt"
"654","IL2022-5167",1.52,134.94,40.48,2.21,167.28,56.72,93.33,7.86,"hd:L, obs:Fair",NA
"655","IL2022-520",1.84,128.63,35.71,1.47,164.06,57.45,91.95,6.53,"hd:E, segregating, obs:Normal",""
"656","IL2022-5203",0.93,132.14,36.69,1.48,165.43,58.68,88.86,7.46,"hd:N, obs:Fair",NA
"657","IL2022-5210",1.38,131.36,36.43,1.94,166.89,59.21,74.1,7.15,"hd:E, obs:Fair",""
"658","IL2022-523",2.14,129.02,33.66,1.52,165.48,59.06,91.06,7.47,"hd:E, obs:Good","npt, small heads"
"659","IL2022-5235",1.61,133.51,37.4,2.11,167.49,55.93,93.77,6.88,"hd:N, obs:Poor",""
"660","IL2022-526",1.88,130.03,35.47,2.53,167.07,58.74,87.89,6.47,"very short, obs:Fair","lots of heads"
"661","IL2022-5263",1.11,131.44,38.11,1.76,166.07,59.76,90.51,7,"hd:N, obs:Fair",""
"662","IL2022-5278",1.4,129.54,39.77,3,164.41,61.01,78.17,6.23,"hd:E, obs:Fair",""
"663","IL2022-5305",1.38,132.29,38.9,2.32,166.46,60.3,89.2,8.12,"hd:N, obs:Fair",NA
"664","IL2022-5308",1.6,131.47,39.38,1.84,165.98,59.99,90.26,7.86,"obs:Poor",NA
"665","IL2022-5312",1.47,131.06,39.6,2.47,166.3,60.97,85.96,8.23,"hd:E, obs:Poor",""
"666","IL2022-5325",1.73,134.2,40.62,3.11,166.77,58.74,85.27,6.38,"hd:N, segregating, obs:Poor","seg"
"667","IL2022-534",2.62,131.43,32.48,1.75,166.66,57.75,92.78,6.79,"hd:E, npt, short, obs:Good","short, uniform "
"668","IL2022-5359",2.09,129.67,35.99,1.96,164.6,57.73,85.42,4.93,"obs:Normal",""
"669","IL2022-5408",2.18,130.06,38.11,1.89,166.97,59.12,87.96,7.26,"obs:Fair",NA
"670","IL2022-5517",2.29,130.37,37.56,2.08,165.08,57.76,90.95,8,"hd:E, obs:Good",""
"671","IL2022-552",2.93,129.46,35.31,2.54,167.1,55.89,94.53,6.22,"hd:E, SDR, obs:Good",NA
"672","IL2022-5521",1.88,127.67,35.67,1.94,166.78,57.66,84.38,6.27,"hd:E, mixed, obs:Normal",NA
"673","IL2022-5522",2.12,129.58,37.38,1.2,166.08,58.71,95.74,7.65,"hd:N, obs:Normal",NA
"674","IL2022-5528",2.11,129.32,39.29,2.79,165.83,60.07,86.96,7.2,"hd:E, segregating, obs:Fair","seg "
"675","IL2022-5529",2.65,128.4,35.4,1.2,165.35,56.66,96.31,5.95,"hd:E, obs:Fair",NA
"676","IL2022-5535",2.33,128.91,35.11,1.91,164.21,57.98,91.4,8.09,"hd:E, obs:Normal",NA
"677","IL2022-5537",2.76,126.24,36.36,1.56,163.67,57.53,94.96,6.26,"hd:L, obs:Fair",NA
"678","IL2022-5542",2.09,128.08,34.48,1.16,164.34,58.66,85.17,7.21,"hd:E, early, npt, obs:Excellent ",""
"679","IL2022-5543",2.07,127.81,36.3,2.32,164.13,57.42,87.78,6.19,"hd:E, obs:Poor",""
"680","IL2022-5545",2.56,129.48,36.2,1.77,165.93,56.62,99.95,7.71,"hd:E, obs:Excellent ",NA
"681","IL2022-5551",1.55,128.9,36.72,2.46,164.78,57.68,91.51,7.96,"hd:E, obs:Good",""
"682","IL2022-5561",1.8,129.03,36.59,2.53,165.78,57.22,92.11,6.92,"hd:E, obs:Good",NA
"683","IL2022-5571",2.12,130.03,38.28,1.82,166.45,58.63,96.34,8.37,"hd:E, obs:Normal",""
"684","IL2022-5578",2.61,128,36.71,1.66,164.82,58.89,95.03,6.93,"hd:E, obs:Normal",""
"685","IL2022-560",2.02,129.12,35.46,4.46,165.59,59.3,86.56,7.22,"hd:E, obs:Fair",""
"686","IL2022-5607",2.11,129.37,36.6,2.57,165.37,56.65,93.17,7.35,"hd:E, obs:Good",NA
"687","IL2022-561",2.21,130.96,34.74,2.27,166.8,58.13,86.82,7.8,"obs:Poor",""
"688","IL2022-5610",2.07,130.46,34.55,1.53,165.71,59.55,105.09,7.43,"hd:E, obs:Good",""
"689","IL2022-5617",2.72,128.98,36.31,0.96,163.84,56.94,89.49,6.05,"hd:E, obs:Fair",""
"690","IL2022-5620",2.18,127.99,35.29,1.45,165.49,57.16,93.22,6.43,"hd:E, obs:Normal","dark green, big flag leaf, some sterility"
"691","IL2022-5635",1.87,131.39,36.99,1.98,167.8,57.81,81.11,6.97,"hd:N, obs:Fair",""
"692","IL2022-5643",2.05,132.12,38.61,2.58,167.12,59.57,78.38,5.42,"obs:Normal",""
"693","IL2022-568",1.48,130.59,37.44,1.56,165.06,58.65,86.25,7.13,"hd:E, obs:Good","mixed, ugly"
"694","IL2022-571",1.88,129.94,33.38,2.62,164.31,57.44,85.81,6.79,"hd:N, obs:Normal",NA
"695","IL2022-5744",2.36,130.29,37.03,2.12,168.06,57.91,78.19,7.53,"hd:E, obs:Fair",""
"696","IL2022-5765",2.19,133.39,37.44,2.37,169.48,58.79,92.17,7.91,"hd:L, obs:Fair",""
"697","IL2022-5805",1.79,132.77,34.98,2.07,168.3,60.52,83.51,7.05,"obs:Good","npt, late"
"698","IL2022-5834",2.01,131.34,37.58,1.56,167.28,57.29,88.65,7.12,"obs:Normal",""
"699","IL2022-5838",2.31,132.04,35.68,0.65,164.26,57.6,92.55,6.88,"obs:Normal","thick, early"
"700","IL2022-5841",2.05,132.49,34.01,1.65,166.21,56.53,88.65,8.02,"obs:Good","erect"
"701","IL2022-5851",1.96,131.67,36.25,0.51,164.63,56.48,91.63,7.84,"obs:Normal",NA
"702","IL2022-5853",1.97,133.31,36.65,1.14,166.18,56.51,88.96,6.93,"obs:Normal",""
"703","IL2022-5862",2.04,128.37,39.27,2.13,166.39,58.87,81.57,4.96,"hd:E, obs:Fair",NA
"704","IL2022-5865",1.58,126.88,36.42,2.17,165.69,58.52,84.46,5.71,"hd:E, obs:Good",NA
"705","IL2022-5876",2.8,130.08,36.34,1.33,164.54,58.29,82.42,5.96,"hd:E, obs:Normal",""
"706","IL2022-5922",1.98,132.09,36.63,2.04,166.2,60.94,78.36,7.46,"hd:E, early, obs:Good","thick"
"707","IL2022-5938",1.55,130.27,39.85,2.21,165.33,61.66,85.53,6.88,"hd:E, obs:Fair",""
"708","IL2022-5944",1.69,129.25,37.4,2.11,165.4,61.02,91.2,7.36,"obs:Fair",NA
"709","IL2022-5948",1.71,129.12,37.48,2.31,164.97,60.51,86.19,6.87,"hd:E, obs:Poor",NA
"710","IL2022-6018",1.33,130,38.5,1.94,166.46,60.53,80.03,5.88,"hd:E, obs:Good",""
"711","IL2022-6043",1.71,129.34,34.83,1.5,165.49,58.82,78.69,6.87,"obs:Normal",NA
"712","IL2022-6047",1.44,130.12,38.9,2.7,165.32,61.75,82.62,6.57,"hd:E, obs:Fair",""
"713","IL2022-6136",2.13,127.12,36.52,1.15,165.79,58.12,78.67,6.5,"hd:E, seg, obs:Normal",NA
"714","IL2022-6142",2.67,131.21,36.72,2.19,167.08,57.95,80.43,7.84,"hd:E, obs:Good",""
"715","IL2022-6160",1.31,131.5,40.28,2.89,165.24,59.9,81.95,5.36,"mixed, obs:Poor",""
"716","IL2022-6161",1.84,132.53,39.94,3.15,167.86,60.6,83.38,6.79,"hd:E, obs:Fair",""
"717","IL2022-6268",1.52,129.9,31.95,1.65,163.76,60.88,83.85,6.02,"hd:E, segregating, obs:Fair","very mixed, very mixed, ve"
"718","IL2022-6278",2.42,130.6,38.59,1.48,166.94,59.32,86.12,7.69,"obs:Poor",""
"719","IL2022-631",1.22,132.23,39.7,2.7,166.24,60.05,73.75,7.96,"hd:N, obs:Fair",""
"720","IL2022-6330",1.83,129.26,39.35,1.21,165.4,57.28,90.89,6.62,"hd:E, obs:Good",""
"721","IL2022-6364",2.3,128.81,38.01,2.9,168.13,57.06,88.3,6.58,"hd:E, obs:Fair",""
"722","IL2022-6378",2.05,130.67,36.55,2.05,167.04,57.86,92.6,7.01,"obs:Normal",""
"723","IL2022-6407",1.76,129.53,33.54,1.2,164.83,56.29,86.9,6.12,"hd:E, obs:Normal","mixed "
"724","IL2022-6409",1.79,131.67,36.21,2.18,168.29,56.25,90.69,6.4,"obs:Normal",NA
"725","IL2022-641",1.67,132.18,40.44,2.99,168.18,60.11,81.18,7.58,"hd:N, obs:Fair",""
"726","IL2022-6415",2.13,129.51,35.07,2.2,166.9,56.63,93.25,8.32,"hd:E, obs:Good",""
"727","IL2022-6423",1.83,131.5,37.25,2.76,166.19,55.85,88.79,8.69,"hd:N, obs:Normal",NA
