germplasmName,observationUnitName,notes
IL2022-3153,SI_Urb_23-775,"hd:N, obs:Fair"
IL2022-4260,SI_Urb_23-776,"hd:N, obs:Poor"
IL2022-2109,SI_Urb_23-777,"hd:E, obs:Poor"
IL2022-7334,SI_Urb_23-778,"hd:E, obs:Poor"
IL2022-7342,SI_Urb_23-779,"hd:N, obs:Poor"
IL2022-23524,SI_Urb_23-78,"hd:E, obs:Poor"
IL2022-7048,SI_Urb_23-780,"hd:N, obs:Fair"
IL2022-21133,SI_Urb_23-781,"hd:E, obs:Fair"
IL2022-10260,SI_Urb_23-782,"hd:L, obs:Normal"
IL2022-7442,SI_Urb_23-783,"hd:L, obs:Normal"
IL2022-8613,SI_Urb_23-784,"hd:E, obs:Normal"
IL2022-2616,SI_Urb_23-785,"hd:N, obs:Normal"
IL2022-18225,SI_Urb_23-786,"hd:E, obs:Fair"
IL2022-9743,SI_Urb_23-787,"hd:N, obs:Poor"
IL2022-2749,SI_Urb_23-788,"hd:N, obs:Normal"
IL2022-21211,SI_Urb_23-789,"hd:N, obs:Normal"
IL2022-8676,SI_Urb_23-79,"hd:E, obs:Normal"
IL2022-20122,SI_Urb_23-790,"hd:N, obs:Normal"
IL2022-17515,SI_Urb_23-791,"hd:N, obs:Normal"
IL2022-18655,SI_Urb_23-792,"hd:N, obs:Normal"
IL2022-13771,SI_Urb_23-793,"hd:N, obs:Good"
IL2022-3976,SI_Urb_23-794,"hd:N, obs:Good"
IL2022-5278,SI_Urb_23-795,"hd:E, obs:Fair"
IL2022-10239,SI_Urb_23-796,"hd:N, obs:Good"
IL2022F4S-2701,SI_Urb_23-797,"hd:N, obs:Normal"
IL2022F4S-15706,SI_Urb_23-798,"hd:L, obs:Normal"
IL2022F4S-12901,SI_Urb_23-799,"hd:N, obs:Normal"
IL2022-1834,SI_Urb_23-8,obs:Good
IL2022-1541,SI_Urb_23-80,obs:Poor
IL2022F3S-22603,SI_Urb_23-800,"hd:N, obs:Normal"
IL2022F4S-18707,SI_Urb_23-801,"hd:L, obs:Good"
IL2022F4S-9706,SI_Urb_23-802,"hd:E, obs:Normal"
IL2022F4S-12202,SI_Urb_23-803,"hd:N, obs:Good"
IL2022F4S-902,SI_Urb_23-804,"hd:L, late, obs:Normal"
IL2022F4S-21103,SI_Urb_23-805,"hd:E, obs:Good"
IL2022F4S-2103,SI_Urb_23-806,"hd:N, obs:Normal"
IL2022F4S-1501,SI_Urb_23-807,"hd:N, obs:Normal"
IL2022F4S-1302,SI_Urb_23-808,"hd:N, obs:Normal"
IL2022F4S-19403,SI_Urb_23-809,"hd:L, late, obs:Normal"
IL2022-19539,SI_Urb_23-81,obs:Poor
IL2022F4S-18801,SI_Urb_23-810,"hd:N, obs:Fair"
IL2022F4S-13503,SI_Urb_23-811,"hd:L, obs:Normal"
IL2022F4S-18103,SI_Urb_23-812,"hd:N, obs:Fair"
IL2022F4S-21303,SI_Urb_23-813,"hd:L, obs:Fair"
IL2022F4S-13302,SI_Urb_23-814,"hd:E, obs:Fair"
IL2022F4S-15101,SI_Urb_23-815,"hd:N, obs:Fair"
IL2022F4S-19302,SI_Urb_23-816,"hd:L, late, obs:Normal"
IL2022F3S-21903,SI_Urb_23-817,"hd:N, obs:Good"
IL2022F4S-18502,SI_Urb_23-818,"hd:N, obs:Poor"
IL2022F4S-18706,SI_Urb_23-819,"hd:L, obs:Good"
IL2022-7366,SI_Urb_23-82,obs:Normal
IL2022F4S-15801,SI_Urb_23-820,"hd:E, obs:Good"
IL2022F4S-12801,SI_Urb_23-821,"hd:E, obs:Fair"
IL2022F4S-18204,SI_Urb_23-822,"hd:E, full plot, obs:Poor"
IL2022F4S-10603,SI_Urb_23-823,"hd:N, obs:Fair"
IL2022F3S-22502,SI_Urb_23-824,"hd:N, obs:Good"
IL2022F4S-9304,SI_Urb_23-825,"hd:N, obs:Normal"
IL2022F4S-13202,SI_Urb_23-826,"hd:N, obs:Normal"
IL2022F4S-8903,SI_Urb_23-827,"hd:N, obs:Fair"
IL2022F4S-9101,SI_Urb_23-828,"hd:N, obs:Normal"
IL2022F4S-12203,SI_Urb_23-829,"hd:N, obs:Normal"
IL2022-5938,SI_Urb_23-83,"hd:E, obs:Fair"
IL2022F4S-10401,SI_Urb_23-830,"hd:E, obs:Fair"
IL2022F4S-8803,SI_Urb_23-831,"hd:E, obs:Fair"
IL2022F3S-24302,SI_Urb_23-832,"hd:N, late, obs:Normal"
IL2022F4S-20108,SI_Urb_23-833,"hd:E, obs:Good"
IL2022F4S-19001,SI_Urb_23-834,"hd:N, obs:Good"
IL2022F4S-12509,SI_Urb_23-835,"hd:N, obs:Normal"
IL2022F4S-15708,SI_Urb_23-836,"hd:N, obs:Fair"
IL2022-11535,SI_Urb_23-837,"hd:E, obs:Normal"
IL2022-5167,SI_Urb_23-838,"hd:L, obs:Fair"
IL2022-12644,SI_Urb_23-839,"hd:E, obs:Normal"
IL2022-9537,SI_Urb_23-84,obs:Normal
IL2022-20830,SI_Urb_23-840,"hd:N, obs:Good"
IL2022-17620,SI_Urb_23-841,"hd:N, obs:Normal"
IL2022-9913,SI_Urb_23-842,"hd:E, obs:Normal"
IL2022-9156,SI_Urb_23-843,"hd:N, obs:Fair"
IL2022-774,SI_Urb_23-844,"hd:E, obs:Good"
IL2022-9178,SI_Urb_23-845,"hd:E, obs:Fair"
IL2022-7972,SI_Urb_23-846,"hd:N, obs:Normal"
IL2022-14361,SI_Urb_23-847,"hd:E, obs:Good"
IL2022-21629,SI_Urb_23-848,"hd:L, obs:Fair"
IL2022-8658,SI_Urb_23-849,"hd:E, obs:Fair"
IL2022-9803,SI_Urb_23-85,obs:Normal
IL2022-18801,SI_Urb_23-850,"hd:N, obs:Normal"
IL2022-23362,SI_Urb_23-851,"hd:E, obs:Fair"
IL2022-16865,SI_Urb_23-852,"hd:N, obs:Poor"
IL2022-9223,SI_Urb_23-853,"hd:N, obs:Good"
IL2022-11058,SI_Urb_23-854,"hd:N, obs:Poor"
IL2022-5922,SI_Urb_23-855,"hd:E, early, obs:Good"
IL2022-8578,SI_Urb_23-856,"hd:E, obs:Fair"
IL2022-21804,SI_Urb_23-857,"hd:E, obs:Normal"
IL2022-11724,SI_Urb_23-858,"hd:N, obs:Normal"
IL2022-22812,SI_Urb_23-859,"hd:E, obs:Poor"
IL2022-18613,SI_Urb_23-86,"hd:E, obs:Poor"
IL2022-5305,SI_Urb_23-860,"hd:N, obs:Fair"
IL2022-4148,SI_Urb_23-861,"hd:N, obs:Normal"
IL2022-21312,SI_Urb_23-862,"hd:E, obs:Normal"
IL2022-22210,SI_Urb_23-863,"hd:N, obs:Good"
IL2022-20844,SI_Urb_23-864,"hd:N, obs:Good"
IL2022-3837,SI_Urb_23-865,"hd:N, obs:Fair"
IL2022-20314,SI_Urb_23-866,"hd:N, obs:Normal"
IL2022-23625,SI_Urb_23-867,"hd:N, obs:Fair"
IL2022-7172,SI_Urb_23-868,"hd:E, obs:Normal"
IL2022-8433,SI_Urb_23-869,"hd:N, obs:Poor"
IL2022-17935,SI_Urb_23-87,"hd:E, obs:Normal"
IL2022-17769,SI_Urb_23-870,"hd:E, obs:Fair"
IL2022-2920,SI_Urb_23-871,"hd:L, obs:Fair"
IL2022-19422,SI_Urb_23-872,"hd:E, obs:Normal"
IL2022-23406,SI_Urb_23-873,"hd:N, obs:Poor"
IL2022-9116,SI_Urb_23-874,"hd:E, segregating, bearded , obs:Good"
IL2022-23037,SI_Urb_23-875,"hd:E, obs:Fair"
IL2022-6423,SI_Urb_23-876,"hd:N, obs:Normal"
IL2022-11165,SI_Urb_23-877,"hd:N, obs:Normal"
IL2022-4078,SI_Urb_23-878,"hd:N, obs:Good"
IL2022-23677,SI_Urb_23-879,"hd:N, obs:Fair"
IL2022-3277,SI_Urb_23-88,"hd:L, obs:Poor"
IL2022-16308,SI_Urb_23-880,"hd:N, obs:Fair"
IL2022-11028,SI_Urb_23-881,"hd:E, obs:Good"
IL2022-2511,SI_Urb_23-882,"hd:N, obs:Normal"
IL2022-6726,SI_Urb_23-883,"hd:E, obs:Fair"
IL2022-23808,SI_Urb_23-884,"hd:E, npt, obs:Normal"
IL2022-16620,SI_Urb_23-885,"hd:N, obs:Fair"
IL2022-3306,SI_Urb_23-886,"hd:N, obs:Normal"
IL2022-20744,SI_Urb_23-887,"hd:N, obs:Normal"
IL2022-22142,SI_Urb_23-888,"hd:E, obs:Good"
IL2022-13604,SI_Urb_23-889,"hd:N, obs:Normal"
IL2022-15743,SI_Urb_23-89,obs:Normal
IL2022-10232,SI_Urb_23-890,"hd:N, npt, obs:Good"
IL2022-13149,SI_Urb_23-891,"hd:N, obs:Good"
IL2022-9609,SI_Urb_23-892,"hd:N, obs:Good"
IL2022F4S-2104,SI_Urb_23-893,"hd:N, obs:Good"
IL2022F4S-16006,SI_Urb_23-894,"hd:N, obs:Fair"
IL2022F4S-6301,SI_Urb_23-895,"hd:L, obs:Good"
IL2022F4S-19708,SI_Urb_23-896,"hd:N, obs:Normal"
IL2022F4S-20504,SI_Urb_23-897,"hd:N, obs:Good"
IL2022F4S-6402,SI_Urb_23-898,"hd:N, obs:Good"
IL2022F4S-10102,SI_Urb_23-899,"hd:N, obs:Excellent "
IL2022-23425,SI_Urb_23-9,"hd:N, obs:Fair"
IL2022-11508,SI_Urb_23-90,"hd:E, thick, obs:Excellent "
IL2022F4S-6602,SI_Urb_23-900,"hd:N, obs:Fair"
IL2022F4S-14505,SI_Urb_23-901,"hd:N, obs:Normal"
IL2022F4S-13806,SI_Urb_23-902,"hd:N, obs:Good"
IL2022F4S-11902,SI_Urb_23-903,"hd:N, obs:Fair"
IL2022F4S-13802,SI_Urb_23-904,"hd:E, obs:Good"
IL2022F4S-19301,SI_Urb_23-905,"hd:N, obs:Good"
IL2022F4S-2002,SI_Urb_23-906,"hd:N, obs:Good"
IL2022F4S-6803,SI_Urb_23-907,"hd:L, obs:Good"
IL2022F4S-19706,SI_Urb_23-908,"hd:L, obs:Normal"
IL2022F4S-906,SI_Urb_23-909,"hd:N, obs:Normal"
IL2022-11520,SI_Urb_23-91,"hd:E, obs:Fair"
IL2022F4S-20506,SI_Urb_23-910,"hd:N, obs:Normal"
IL2022F4S-19309,SI_Urb_23-911,"hd:N, obs:Normal"
IL2022F4S-4202,SI_Urb_23-912,"hd:N, obs:Good"
IL2022F3S-22702,SI_Urb_23-913,"hd:E, obs:Fair"
IL2022F4S-17605,SI_Urb_23-914,"hd:L, obs:Fair"
IL2022F4S-4504,SI_Urb_23-915,"hd:E, obs:Normal"
IL2022F3S-23501,SI_Urb_23-916,"hd:N, obs:Normal"
IL2022F4S-11503,SI_Urb_23-917,"hd:L, full plot, obs:Fair"
IL2022F4S-9507,SI_Urb_23-918,"hd:N, obs:Fair"
IL2022F4S-8203,SI_Urb_23-919,"hd:L, obs:Normal"
IL2022-16032,SI_Urb_23-92,obs:Fair
IL2022F4S-19204,SI_Urb_23-920,"hd:E, obs:Normal"
IL2022F4S-18506,SI_Urb_23-921,"hd:L, obs:Good"
IL2022F4S-15305,SI_Urb_23-922,"hd:N, obs:Fair"
IL2022F4S-19604,SI_Urb_23-923,"hd:N, obs:Fair"
IL2022F4S-12402,SI_Urb_23-924,"hd:N, obs:Fair"
IL2022F4S-14506,SI_Urb_23-925,"hd:L, obs:Fair"
IL2022F4S-801,SI_Urb_23-926,"hd:E, obs:Normal"
IL2022F4S-1402,SI_Urb_23-927,"hd:N, obs:Normal"
IL2022F3S-23203,SI_Urb_23-928,"hd:N, obs:Good"
IL2022F4S-12808,SI_Urb_23-929,"hd:E, obs:Normal"
IL2022-14172,SI_Urb_23-93,obs:Normal
IL2022F4S-16002,SI_Urb_23-930,"hd:N, obs:Fair"
IL2022F4S-12505,SI_Urb_23-931,"hd:L, obs:Normal"
IL2022F4S-5701,SI_Urb_23-932,"hd:N, obs:Fair"
IL2022-17738,SI_Urb_23-933,"hd:N, obs:Poor"
IL2022-17039,SI_Urb_23-934,"hd:N, obs:Fair"
IL2022-7720,SI_Urb_23-935,"hd:N, obs:Normal"
IL2022-18061,SI_Urb_23-936,"hd:N, obs:Normal"
IL2022-7612,SI_Urb_23-937,"hd:E, obs:Normal"
IL2022-13732,SI_Urb_23-938,"hd:L, obs:Fair"
IL2022-9438,SI_Urb_23-939,"hd:E, VVE, obs:Fair"
IL2022-7958,SI_Urb_23-94,obs:Normal
IL2022-10405,SI_Urb_23-940,"hd:N, late, obs:Good"
IL2022-20165,SI_Urb_23-941,"hd:N, obs:Normal"
IL2022-568,SI_Urb_23-942,"hd:E, obs:Good"
IL2022-5041,SI_Urb_23-943,"hd:E, obs:Normal"
IL2022-19306,SI_Urb_23-944,"hd:E, obs:Normal"
IL2022-20421,SI_Urb_23-945,"hd:N, obs:Fair"
IL2022-4054,SI_Urb_23-946,"hd:N, obs:Normal"
IL2022-6161,SI_Urb_23-947,"hd:E, obs:Fair"
IL2022-21774,SI_Urb_23-948,"hd:E, obs:Good"
IL2022-17152,SI_Urb_23-949,"hd:N, obs:Normal"
IL2022-16748,SI_Urb_23-95,"hd:E, obs:Fair"
IL2022-7565,SI_Urb_23-950,"hd:N, obs:Good"
IL2022-4839,SI_Urb_23-951,"hd:E, obs:Normal"
IL2022-6415,SI_Urb_23-952,"hd:E, obs:Good"
IL2022-4145,SI_Urb_23-953,"hd:N, obs:Fair"
IL2022-14119,SI_Urb_23-954,"hd:E, obs:Normal"
IL2022-13113,SI_Urb_23-955,"hd:E, VE, obs:Normal"
IL2022-7169,SI_Urb_23-956,"hd:E, obs:Fair"
IL2022-23305,SI_Urb_23-957,"hd:L, obs:Fair"
IL2022-1224,SI_Urb_23-958,"hd:E, obs:Normal"
IL2022-17063,SI_Urb_23-959,"hd:N, obs:Normal"
IL2022-3324,SI_Urb_23-96,obs:Poor
IL2022-16436,SI_Urb_23-960,"hd:N, obs:Normal"
IL2022-14401,SI_Urb_23-961,"hd:E, obs:Normal"
IL2022-23531,SI_Urb_23-962,"hd:N, obs:Normal"
IL2022-7060,SI_Urb_23-963,"hd:N, obs:Normal"
IL2022-7108,SI_Urb_23-964,"hd:N, obs:Excellent "
IL2022-17014,SI_Urb_23-965,"hd:N, obs:Fair"
IL2022-16451,SI_Urb_23-966,"hd:L, obs:Poor"
IL2022-24058,SI_Urb_23-967,"hd:N, obs:Normal"
IL2022-19803,SI_Urb_23-968,"hd:E, obs:Fair"
IL2022-21018,SI_Urb_23-969,"hd:E, obs:Normal"
IL2022-3329,SI_Urb_23-97,"hd:E, obs:Good"
IL2022-22525,SI_Urb_23-970,"hd:L, obs:Normal"
IL2022-17621,SI_Urb_23-971,"hd:N, obs:Normal"
IL2022-18868,SI_Urb_23-972,"hd:N, obs:Good"
IL2022-3075,SI_Urb_23-973,"hd:E, obs:Normal"
IL2022-13746,SI_Urb_23-974,"hd:E, obs:Normal"
IL2022-17329,SI_Urb_23-975,"hd:E, obs:Normal"
IL2022-3333,SI_Urb_23-976,"hd:E, obs:Normal"
IL2022-631,SI_Urb_23-977,"hd:N, obs:Fair"
IL2022-23224,SI_Urb_23-978,"hd:L, obs:Fair"
IL2022-15602,SI_Urb_23-979,"hd:E, obs:Poor"
IL2022-15717,SI_Urb_23-98,obs:Good
IL2022-22150,SI_Urb_23-980,"hd:E, ve, obs:Excellent "
IL2022-19531,SI_Urb_23-981,"hd:N, obs:Normal"
IL2022-12034,SI_Urb_23-982,"hd:E, obs:Fair"
IL2022-17869,SI_Urb_23-983,"hd:E, obs:Normal"
IL2022-1018,SI_Urb_23-984,"hd:E, obs:Fair"
IL2022-3164,SI_Urb_23-985,"hd:N, obs:Normal"
IL2022-516,SI_Urb_23-986,"hd:N, obs:Excellent "
IL2022-479,SI_Urb_23-987,"hd:E, obs:Fair"
IL2022-5235,SI_Urb_23-988,"hd:N, obs:Poor"
IL2022F4S-19902,SI_Urb_23-989,"hd:N, obs:Poor"
IL2022-15620,SI_Urb_23-99,"hd:E, obs:Poor"
IL2022F4S-16003,SI_Urb_23-990,"hd:E, obs:Fair"
IL2022F4S-15501,SI_Urb_23-991,"hd:E, obs:Normal"
IL2022F4S-19307,SI_Urb_23-992,"hd:N, obs:Normal"
IL2022F4S-9503,SI_Urb_23-993,"hd:N, obs:Poor"
IL2022F4S-14807,SI_Urb_23-994,"hd:E, obs:Fair"
IL2022F4S-10605,SI_Urb_23-995,"hd:E, obs:Normal"
IL2022F4S-10901,SI_Urb_23-996,"hd:L, obs:Normal"
IL2022F4S-16104,SI_Urb_23-997,"hd:N, obs:Fair"
IL2022F3S-22203,SI_Urb_23-998,"hd:L, obs:Good"
IL2022F4S-3204,SI_Urb_23-999,"hd:N, obs:Normal"
