,germplasmName,Weight..lb.,observationUnitName,notes,Decision,purdy pedigree
1299,IL2022F4S-20106,5.99,SI_Urb_23-332,"hd:L, obs:Normal",1,MSFRSF2_21
1300,IL2022F4S-20107,3.64,SI_Urb_23-536,"hd:L, obs:Fair",1,MSFRSF2_21
1301,IL2022F4S-20108,5.74,SI_Urb_23-833,"hd:E, obs:Good",1,MSFRSF2_21
1302,IL2022F4S-20201,4.39,SI_Urb_23-1311,"hd:E, obs:Fair",1,MSFRSF2_21
1303,IL2022F4S-20202,3.52,SI_Urb_23-54,"hd:E, obs:Excellent ",1,MSFRSF2_21
1304,IL2022F4S-20203,3.94,SI_Urb_23-34,"hd:N, obs:Normal",1,MSFRSF2_21
1305,IL2022F4S-20301,4.81,SI_Urb_23-1389,"hd:N, obs:Normal",1,MSFRSF2_21
1306,IL2022F4S-20302,3.91,SI_Urb_23-1403,"hd:N, obs:Normal",1,MSFRSF2_21
1307,IL2022F4S-20303,3.76,SI_Urb_23-224,"hd:L, obs:Good",1,MSFRSF2_21
1308,IL2022F4S-20304,3.52,SI_Urb_23-57,obs:Fair,1,MSFRSF2_21
1310,IL2022F4S-20401,3.91,SI_Urb_23-65,"hd:N, obs:Good",1,MSFRSF2_21
1311,IL2022F4S-20403,5.74,SI_Urb_23-1085,"hd:N, obs:Normal",1,MSFRSF2_21
1312,IL2022F4S-20404,4.85,SI_Urb_23-1297,"hd:N, obs:Good",1,MSFRSF2_21
1313,IL2022F4S-205,4.03,SI_Urb_23-1378,"hd:N, obs:Normal",1,12-26004/17-23868
1314,IL2022F4S-20501,3.83,SI_Urb_23-55,"hd:L, obs:Good",1,MSFRSF2_21
1315,IL2022F4S-20502,4.95,SI_Urb_23-248,obs:Normal,1,MSFRSF2_21
1316,IL2022F4S-20503,3.89,SI_Urb_23-143,obs:Fair,1,MSFRSF2_21
1317,IL2022F4S-20504,3.6,SI_Urb_23-897,"hd:N, obs:Good",1,MSFRSF2_21
1318,IL2022F4S-20505,4.98,SI_Urb_23-1468,"hd:N, obs:Good",1,MSFRSF2_21
1319,IL2022F4S-20506,4.84,SI_Urb_23-910,"hd:N, obs:Normal",1,MSFRSF2_21
1320,IL2022F4S-20507,4.33,SI_Urb_23-420,obs:Good,1,MSFRSF2_21
1321,IL2022F4S-20701,4.97,SI_Urb_23-347,obs:Good,1,MSFRSF2_21
1322,IL2022F4S-20902,5.81,SI_Urb_23-1199,"hd:N, obs:Normal",1,MSFRSF2_21
1323,IL2022F4S-20903,6.38,SI_Urb_23-546,obs:Good,1,MSFRSF2_21
1324,IL2022F4S-21001,6.07,SI_Urb_23-63,"hd:N, obs:Excellent ",1,MSFRSF2_21
1325,IL2022F4S-210010,5.35,SI_Urb_23-154,"hd:L, obs:Good",1,MSFRSF2_21
1326,IL2022F4S-21002,4.94,SI_Urb_23-642,obs:Good,1,MSFRSF2_21
1327,IL2022F4S-21003,6.03,SI_Urb_23-1110,"hd:N, obs:Good",1,MSFRSF2_21
1328,IL2022F4S-21004,5.51,SI_Urb_23-356,obs:Good,1,MSFRSF2_21
1329,IL2022F4S-21005,6.08,SI_Urb_23-1000,"hd:L, obs:Normal",1,MSFRSF2_21
1330,IL2022F4S-21006,6.81,SI_Urb_23-1182,"hd:N, obs:Good",1,MSFRSF2_21
1331,IL2022F4S-21007,4.86,SI_Urb_23-1019,"hd:N, obs:Fair",1,MSFRSF2_21
1332,IL2022F4S-21008,5.99,SI_Urb_23-341,obs:Fair,1,MSFRSF2_21
1333,IL2022F4S-21009,5.93,SI_Urb_23-719,obs:Good,1,MSFRSF2_21
1334,IL2022F4S-2101,5.02,SI_Urb_23-519,obs:Good,1,15-27270/17-29544
1335,IL2022F4S-2102,4.86,SI_Urb_23-350,obs:Good,1,15-27270/17-29544
1336,IL2022F4S-2103,4.52,SI_Urb_23-806,"hd:N, obs:Normal",1,15-27270/17-29544
1337,IL2022F4S-2104,6.12,SI_Urb_23-893,"hd:N, obs:Good",1,15-27270/17-29544
1338,IL2022F4S-2105,4.46,SI_Urb_23-735,"hd:N, obs:Normal",1,15-27270/17-29544
1339,IL2022F4S-2106,5.69,SI_Urb_23-321,obs:Good,1,15-27270/17-29544
1341,IL2022F4S-21102,5.06,SI_Urb_23-1084,"hd:N, obs:Fair",1,MSFRSF2_21
1342,IL2022F4S-21103,5.39,SI_Urb_23-805,"hd:E, obs:Good",1,MSFRSF2_21
1344,IL2022F4S-21201,5.28,SI_Urb_23-1221,"hd:N, bearded , obs:Good",1,MSFRSF2_21
1345,IL2022F4S-21202,4.22,SI_Urb_23-151,"hd:E, obs:Good",1,MSFRSF2_21
1346,IL2022F4S-21203,5.81,SI_Urb_23-1375,"hd:E, obs:Good",1,MSFRSF2_21
1347,IL2022F4S-21204,6.27,SI_Urb_23-1282,"hd:E, bearded , obs:Excellent ",1,MSFRSF2_21
1348,IL2022F4S-21205,5.19,SI_Urb_23-643,obs:Good,1,MSFRSF2_21
1349,IL2022F4S-21302,5.26,SI_Urb_23-544,obs:Normal,1,MSFRSF2_21
1350,IL2022F4S-21303,3.9,SI_Urb_23-813,"hd:L, obs:Fair",1,MSFRSF2_21
1351,IL2022F4S-21305,6.61,SI_Urb_23-239,obs:Good,1,MSFRSF2_21
1352,IL2022F4S-21306,4.68,SI_Urb_23-515,obs:Normal,1,MSFRSF2_21
1353,IL2022F4S-21601,5.67,SI_Urb_23-1098,"hd:L, obs:Normal",1,MSFRSF2_21
1354,IL2022F4S-2202,3.94,SI_Urb_23-228,"hd:L, obs:Normal",1,15-27270/17-9839
1355,IL2022F4S-2401,4.33,SI_Urb_23-250,"big heads, high tillering, obs:Fair",1,15-27666/16-11226
1356,IL2022F4S-2402,4.71,SI_Urb_23-421,obs:Fair,1,15-27666/16-11226
1357,IL2022F4S-2501,4.91,SI_Urb_23-530,obs:Fair,1,15-27666/16-28802
1358,IL2022F4S-2503,3.73,SI_Urb_23-723,"hd:E, obs:Normal",1,15-27666/16-28802
1359,IL2022F4S-2504,4.56,SI_Urb_23-726,"hd:E, obs:Normal",1,15-27666/16-28802
1360,IL2022F4S-2601,5.6,SI_Urb_23-1499,"hd:E, obs:Normal",1,15-27666/17-23868
1362,IL2022F4S-2704,6.26,SI_Urb_23-1026,"hd:E, obs:Excellent ",1,15-30529/17-23868
1363,IL2022F4S-2802,5.07,SI_Urb_23-430,obs:Good,1,15-4957/16-36176
1364,IL2022F4S-2902,5.1,SI_Urb_23-1092,"hd:N, obs:Fair",1,15-4957/16-37107
1365,IL2022F4S-3011,4.42,SI_Urb_23-232,obs:Fair,1,12-26004/17-23904
1366,IL2022F4S-3012,4.85,SI_Urb_23-431,"hd:E, obs:Fair",1,12-26004/17-23904
1367,IL2022F4S-3202,4.93,SI_Urb_23-346,"hd:L, obs:Normal",1,16-10427/17-23904
1368,IL2022F4S-3204,5.48,SI_Urb_23-999,"hd:N, obs:Normal",1,16-10427/17-23904
1369,IL2022F4S-3205,3.77,SI_Urb_23-638,obs:Normal,1,16-10427/17-23904
1370,IL2022F4S-3206,4.6,SI_Urb_23-243,obs:Fair,1,16-10427/17-23904
1374,IL2022F4S-3401,3.55,SI_Urb_23-355,"sprawling, obs:Fair",1,16-11226/12-26004
1377,IL2022F4S-3503,5.26,SI_Urb_23-606,obs:Fair,1,16-11226/16-28802
1381,IL2022F4S-3801,5.03,SI_Urb_23-1307,"hd:E, obs:Fair",1,16-12770//LES15-1066/16-21764
1382,IL2022F4S-3901,4.34,SI_Urb_23-1310,"hd:E, obs:Fair",1,16-19346/17-23904
1383,IL2022F4S-3903,6.55,SI_Urb_23-1011,"hd:E, obs:Normal",1,16-19346/17-23904
1384,IL2022F4S-3904,5.68,SI_Urb_23-40,"hd:N, obs:Normal",1,16-19346/17-23904
1385,IL2022F4S-3905,3.68,SI_Urb_23-640,obs:Normal,1,16-19346/17-23904
1386,IL2022F4S-3906,3.84,SI_Urb_23-701,obs:Fair,1,16-19346/17-23904
1389,IL2022F4S-4202,4.33,SI_Urb_23-912,"hd:N, obs:Good",1,16-28753/16-36176
1390,IL2022F4S-4401,4.87,SI_Urb_23-1086,"hd:N, obs:Fair",1,16-28802/17-12172
1391,IL2022F4S-4402,5.88,SI_Urb_23-633,obs:Normal,1,16-28802/17-12172
1392,IL2022F4S-4403,4.73,SI_Urb_23-1193,"hd:N, obs:Fair",1,16-28802/17-12172
1394,IL2022F4S-4501,4.28,SI_Urb_23-235,"hd:E, obs:Fair",1,16-28802/17-23868
1395,IL2022F4S-4502,4.66,SI_Urb_23-1183,"hd:N, obs:Good",1,16-28802/17-23868
1396,IL2022F4S-4504,5.57,SI_Urb_23-915,"hd:E, obs:Normal",1,16-28802/17-23868
1397,IL2022F4S-4505,5.28,SI_Urb_23-1101,"hd:E, obs:Normal",1,16-28802/17-23868
1398,IL2022F4S-4602,6.26,SI_Urb_23-1383,"hd:E, obs:Normal",1,16-28802/17-23902
1399,IL2022F4S-4604,5.52,SI_Urb_23-1301,"hd:E, obs:Fair",1,16-28802/17-23902
1400,IL2022F4S-4802,4.82,SI_Urb_23-625,obs:Normal,1,16-28802//OH14-112-34/16-36048
1402,IL2022F4S-4902,3.56,SI_Urb_23-1494,"hd:N, obs:Fair",1,16-36048/15-4957
1403,IL2022F4S-4903,5.11,SI_Urb_23-1021,"hd:N, obs:Normal",1,16-36048/15-4957
1405,IL2022F4S-5003,4.5,SI_Urb_23-259,obs:Fair,1,16-36048/16-11226
1406,IL2022F4S-5004,6.34,SI_Urb_23-1113,"hd:E, obs:Normal",1,16-36048/16-11226
1407,IL2022F4S-501,6.4,SI_Urb_23-1211,"hd:N, obs:Fair",1,15-23803/12-8512
1408,IL2022F4S-503,4.72,SI_Urb_23-511,obs:Good,1,15-23803/12-8512
1409,IL2022F4S-5101,5.62,SI_Urb_23-705,obs:Fair,1,16-36048/16-28802
1410,IL2022F4S-5102,4.43,SI_Urb_23-1287,"hd:E, obs:Fair",1,16-36048/16-28802
1411,IL2022F4S-5103,5.32,SI_Urb_23-1384,"hd:E, obs:Normal",1,16-36048/16-28802
1412,IL2022F4S-5104,4.76,SI_Urb_23-1386,"hd:E, obs:Fair",1,16-36048/16-28802
1413,IL2022F4S-5106,5.11,SI_Urb_23-1300,"hd:E, obs:Fair",1,16-36048/16-28802
1415,IL2022F4S-5201,3.62,SI_Urb_23-609,obs:Normal,1,16-36048/17-23868
1416,IL2022F4S-5202,4.57,SI_Urb_23-435,obs:Fair,1,16-36048/17-23868
1418,IL2022F4S-5204,3.97,SI_Urb_23-414,obs:Normal,1,16-36048/17-23868
1419,IL2022F4S-5301,5.06,SI_Urb_23-241,obs:Normal,1,16-36048/17-23902
1420,IL2022F4S-5302,7.08,SI_Urb_23-1294,"hd:N, obs:Fair",1,16-36048/17-23902
1421,IL2022F4S-5303,5.4,SI_Urb_23-247,obs:Normal,1,16-36048/17-23902
1422,IL2022F4S-5403,4.85,SI_Urb_23-1099,"hd:N, obs:Fair",1,16-36048/17-23904
1423,IL2022F4S-5503,5.49,SI_Urb_23-1180,"hd:N, obs:Normal",1,16-36176/16-11226
1424,IL2022F4S-5601,5.34,SI_Urb_23-608,"hd:E, obs:Good",1,16-36206/12-26004
1426,IL2022F4S-5603,6.04,SI_Urb_23-1197,"hd:E, short, obs:Normal",1,16-36206/12-26004
1427,IL2022F4S-5604,7.41,SI_Urb_23-1125,"hd:N, obs:Good",1,16-36206/12-26004
1428,IL2022F4S-5701,5.75,SI_Urb_23-932,"hd:N, obs:Fair",1,16-36206/16-11226
1429,IL2022F4S-5702,6.27,SI_Urb_23-1291,"hd:E, obs:Normal",1,16-36206/16-11226
1430,IL2022F4S-5703,3.68,SI_Urb_23-257,obs:Fair,1,16-36206/16-11226
1431,IL2022F4S-5801,6.44,SI_Urb_23-1029,"hd:E, obs:Good",1,16-36206/17-23868
1432,IL2022F4S-6001,4.88,SI_Urb_23-526,"hd:E, obs:Fair",1,16-37107/16-11226
1433,IL2022F4S-6003,4.11,SI_Urb_23-622,obs:Fair,1,16-37107/16-11226
1434,IL2022F4S-6201,6.72,SI_Urb_23-1309,"hd:E, obs:Fair",1,16-37107/17-23904
1435,IL2022F4S-6301,7.31,SI_Urb_23-895,"hd:L, obs:Good",1,16-8048/15-2639
1436,IL2022F4S-6302,7.57,SI_Urb_23-1192,hd:L,1,16-8048/15-2639
1437,IL2022F4S-6303,6,SI_Urb_23-1117,"hd:N, obs:Good",1,16-8048/15-2639
1438,IL2022F4S-6401,6.12,SI_Urb_23-1410,"hd:N, obs:Normal",1,16-8048/15-4957
1439,IL2022F4S-6402,5.34,SI_Urb_23-898,"hd:N, obs:Good",1,16-8048/15-4957
1440,IL2022F4S-6403,5.64,SI_Urb_23-1006,"hd:N, obs:Good",1,16-8048/15-4957
1441,IL2022F4S-6404,5.75,SI_Urb_23-429,obs:Good,1,16-8048/15-4957
1442,IL2022F4S-6501,4.54,SI_Urb_23-529,"hd:L, obs:Normal",1,16-8048/16-11226
1443,IL2022F4S-6602,5.1,SI_Urb_23-900,"hd:N, obs:Fair",1,16-8048/16-28802
1444,IL2022F4S-6604,5.27,SI_Urb_23-337,"hd:L, thick, obs:Good",1,16-8048/16-28802
1445,IL2022F4S-6605,3.91,SI_Urb_23-222,obs:Normal,1,16-8048/16-28802
1446,IL2022F4S-6701,3.65,SI_Urb_23-145,"hd:L, obs:Good",1,16-8048/17-13024
1447,IL2022F4S-6702,5,SI_Urb_23-720,obs:Good,1,16-8048/17-13024
1448,IL2022F4S-6703,3.71,SI_Urb_23-730,"hd:N, obs:Fair",1,16-8048/17-13024
1449,IL2022F4S-6801,6.47,SI_Urb_23-1492,"hd:N, obs:Normal",1,16-8048/17-23904
1450,IL2022F4S-6802,5.31,SI_Urb_23-1109,"hd:L, obs:Good",1,16-8048/17-23904
1451,IL2022F4S-6803,5.46,SI_Urb_23-907,"hd:L, obs:Good",1,16-8048/17-23904
1452,IL2022F4S-6805,6.33,SI_Urb_23-1189,"hd:L, obs:Fair",1,16-8048/17-23904
1453,IL2022F4S-6902,6.25,SI_Urb_23-1007,"hd:E, obs:Normal",1,16-8605/15-23803
1454,IL2022F4S-701,5.61,SI_Urb_23-1278,"hd:N, obs:Normal",1,15-23803/16-28802
1455,IL2022F4S-7401,5.82,SI_Urb_23-1005,"hd:E, obs:Normal",1,17-12172/12-26004
1456,IL2022F4S-7402,4.12,SI_Urb_23-445,obs:Normal,1,17-12172/12-26004
1457,IL2022F4S-7602,5.48,SI_Urb_23-1024,"hd:L, obs:Normal",1,17-12172/15-4957
1459,IL2022F4S-8001,5.94,SI_Urb_23-330,"hd:E, obs:Fair",1,17-13024/17-23868
1460,IL2022F4S-801,5.72,SI_Urb_23-926,"hd:E, obs:Normal",1,15-23803/17-23868
1464,IL2022F4S-808,5.61,SI_Urb_23-612,"super short , obs:Excellent ",1,15-23803/17-23868
1465,IL2022F4S-809,4.22,SI_Urb_23-160,obs:Good,1,15-23803/17-23868
1468,IL2022F4S-8103,4.07,SI_Urb_23-345,"hd:E, obs:Normal",1,17-13024/17-23904
1469,IL2022F4S-8201,4.5,SI_Urb_23-1280,"hd:N, obs:Normal",1,17-18534/16-28802
1470,IL2022F4S-8202,4.82,SI_Urb_23-441,obs:Good,1,17-18534/16-28802
1471,IL2022F4S-8203,4.84,SI_Urb_23-919,"hd:L, obs:Normal",1,17-18534/16-28802
1472,IL2022F4S-8204,4.51,SI_Urb_23-531,obs:Fair,1,17-18534/16-28802
1473,IL2022F4S-8205,4.48,SI_Urb_23-47,"hd:N, obs:Normal",1,17-18534/16-28802
1474,IL2022F4S-8301,3.66,SI_Urb_23-419,"hd:E, obs:Good",1,17-18534/17-23868
1475,IL2022F4S-8302,6.02,SI_Urb_23-1121,"hd:E, obs:Normal",1,17-18534/17-23868
1476,IL2022F4S-8401,4.68,SI_Urb_23-336,"hd:E, obs:Fair",1,17-23868/12-8512
1478,IL2022F4S-8502,3.7,SI_Urb_23-539,obs:Fair,1,17-23868/17-23904
1479,IL2022F4S-8503,5.75,SI_Urb_23-1195,"hd:E, obs:Fair",1,17-23868/17-23904
1480,IL2022F4S-8601,4.19,SI_Urb_23-1094,"hd:N, obs:Fair",1,17-23868/17-7976
1481,IL2022F4S-8701,4.59,SI_Urb_23-1469,"hd:E, obs:Normal",1,17-23868//OH14-112-72/14-DC-64-95-118
1482,IL2022F4S-8703,4.8,SI_Urb_23-1313,"hd:N, obs:Normal",1,17-23868//OH14-112-72/14-DC-64-95-118
1484,IL2022F4S-8803,4.78,SI_Urb_23-831,"hd:E, obs:Fair",1,17-23902/12-26004
1485,IL2022F4S-8804,6.5,SI_Urb_23-334,"hd:E, obs:Good",1,17-23902/12-26004
1486,IL2022F4S-8805,7.17,SI_Urb_23-1380,"hd:N, obs:Normal",1,17-23902/12-26004
1487,IL2022F4S-8806,4.91,SI_Urb_23-227,"hd:E, obs:Normal",1,17-23902/12-26004
1488,IL2022F4S-8902,4.63,SI_Urb_23-52,"hd:L, obs:Good",1,17-23902/16-12770
1489,IL2022F4S-8903,5.7,SI_Urb_23-827,"hd:N, obs:Fair",1,17-23902/16-12770
1490,IL2022F4S-8904,4.08,SI_Urb_23-35,"hd:L, obs:Good",1,17-23902/16-12770
1492,IL2022F4S-902,5.24,SI_Urb_23-804,"hd:L, late, obs:Normal",1,15-23803/17-23904
1493,IL2022F4S-904,4.75,SI_Urb_23-634,"hd:L, obs:Good",1,15-23803/17-23904
1494,IL2022F4S-905,4.75,SI_Urb_23-523,obs:Good,1,15-23803/17-23904
1495,IL2022F4S-906,4.03,SI_Urb_23-909,"hd:N, obs:Normal",1,15-23803/17-23904
1496,IL2022F4S-9101,5.05,SI_Urb_23-828,"hd:N, obs:Normal",1,17-23902/16-36206
1497,IL2022F4S-9102,4.48,SI_Urb_23-325,obs:Normal,1,17-23902/16-36206
1498,IL2022F4S-9103,6.24,SI_Urb_23-1120,"hd:E, obs:Good",1,17-23902/16-36206
1499,IL2022F4S-9105,7.15,SI_Urb_23-1003,"hd:N, obs:Fair",1,17-23902/16-36206
1500,IL2022F4S-9106,5.51,SI_Urb_23-637,obs:Fair,1,17-23902/16-36206
1501,IL2022F4S-9301,4.17,SI_Urb_23-230,obs:Normal,1,17-23904//15-30529/LES15-1066
1502,IL2022F4S-9302,4.13,SI_Urb_23-254,obs:Fair,1,17-23904//15-30529/LES15-1066
1503,IL2022F4S-9303,4.78,SI_Urb_23-1206,"hd:N, obs:Fair",1,17-23904//15-30529/LES15-1066
1504,IL2022F4S-9304,5.94,SI_Urb_23-825,"hd:N, obs:Normal",1,17-23904//15-30529/LES15-1066
1505,IL2022F4S-9306,6.05,SI_Urb_23-242,obs:Normal,1,17-23904//15-30529/LES15-1066
1507,IL2022F4S-9308,6.02,SI_Urb_23-64,"hd:N, obs:Good",1,17-23904//15-30529/LES15-1066
1508,IL2022F4S-9309,5.31,SI_Urb_23-1478,"hd:N, obs:Fair",1,17-23904//15-30529/LES15-1066
1510,IL2022F4S-9402,3.95,SI_Urb_23-444,"hd:E, obs:Fair",1,17-23904//LES15-1066/12-26004
1511,IL2022F4S-9403,4.74,SI_Urb_23-130,obs:Fair,1,17-23904//LES15-1066/12-26004
1512,IL2022F4S-9404,4.97,SI_Urb_23-1122,"hd:N, obs:Fair",1,17-23904//LES15-1066/12-26004
1514,IL2022F4S-9406,6,SI_Urb_23-437,obs:Fair,1,17-23904//LES15-1066/12-26004
1515,IL2022F4S-9501,7.01,SI_Urb_23-1473,"hd:E, obs:Normal",1,17-23904//LES15-1066/16-21764
1516,IL2022F4S-9502,4.63,SI_Urb_23-1204,"hd:N, obs:Fair",1,17-23904//LES15-1066/16-21764
1518,IL2022F4S-9506,4.54,SI_Urb_23-354,obs:Normal,1,17-23904//LES15-1066/16-21764
1519,IL2022F4S-9507,5.27,SI_Urb_23-918,"hd:N, obs:Fair",1,17-23904//LES15-1066/16-21764
1520,IL2022F4S-9601,5.99,SI_Urb_23-1482,"hd:E, obs:Fair",1,17-27914/16-11226
1522,IL2022F4S-9603,5.19,SI_Urb_23-1283,"hd:E, obs:Good",1,17-27914/16-11226
1523,IL2022F4S-9604,3.85,SI_Urb_23-38,"hd:L, obs:Good",1,17-27914/16-11226
